V,SOC,SOH
6.5526,9.408293664455414,100
6.5526,9.408293664455414,100
6.5526,9.408293664455414,100
6.5526,9.408293664455414,100
6.5526,9.408293664455414,100
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5516,9.408281743526459,100.0
6.5516,9.408281743526459,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4511,9.407103806734085,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.4246,9.406779706478119,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5526,9.408293664455414,100.0
6.5521,9.408287703990936,100.0
6.5526,9.408293664455414,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.348,101.17381811141968,100.0
1.348,101.17381811141968,100.0
1.3475,101.17372274398804,100.0
1.3475,101.17372274398804,100.0
